SNo,Rank,Allotted Quota,Allotted Institute,Course,Alloted Category,candidate Category,option No.,Remarks
12683,47815,-,-,-,-,-,-,Not Allotted.
12684,47861,-,-,-,-,-,-,Not Allotted.
12685,47864,-,-,-,-,-,-,Did not opt for Upgradation.
12686,47865,-,-,-,-,-,-,Did not fill up fresh choices.
12687,47882,-,-,-,-,-,-,Did not opt for Upgradation.
12688,47895,All India,"Osmania Medical College Koti  , KOTi, HYDERABAD",MBBS,SC,SC,12,Upgraded
12689,47915,-,-,-,-,-,-,Did not opt for Upgradation.
12690,47931,-,-,-,-,-,-,Did not opt for Upgradation.
12691,47945,-,-,-,-,-,-,Did not fill up fresh choices.
12692,47960,-,-,-,-,-,-,Did not fill up fresh choices.
12693,47999,-,-,-,-,-,-,Did not opt for Upgradation.
12694,48002,-,-,-,-,-,-,No Upgradation
12695,48026,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI , ACHARYA DONDE MARG PAREL MUMBAI,
Maharashtra, 400012",MBBS,ST,ST,11,Fresh Allotted in 2nd Round
12696,48068,-,-,-,-,-,-,No Upgradation
12697,48084,-,-,-,-,-,-,Did not fill up fresh choices.
12698,48109,-,-,-,-,-,-,Did not fill up fresh choices.
12699,48110,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR , RESIDENCY ROAD SHASTRI NAGAR JODHPUR RAJASTHAN 342
003, Rajasthan,
342003",MBBS,SC,SC,7,Fresh Allotted in 2nd Round
12700,48113,All India,"PT. B.D. SHARMA PGIMS, ROHTAK ,
Pt. B.D. Sharma PGIMS, Rohtak, Haryana, 124001",MBBS,SC,SC,16,Fresh Allotted in 2nd Round
12701,48118,-,-,-,-,-,-,Did not opt for Upgradation.
12702,48125,-,-,-,-,-,-,Did not opt for Upgradation.
12703,48132,-,-,-,-,-,-,Not Allotted.
12704,48147,-,-,-,-,-,-,Did not fill up fresh choices.
12705,48153,-,-,-,-,-,-,Not Allotted.
12706,48157,-,-,-,-,-,-,Did not opt for Upgradation.
12707,48159,-,-,-,-,-,-,Did not opt for Upgradation.
12708,48171,-,-,-,-,-,-,Did not opt for Upgradation.
12709,48172,-,-,-,-,-,-,Did not fill up fresh choices.
12710,48174,-,-,-,-,-,-,Did not opt for Upgradation.
12711,48191,-,-,-,-,-,-,Did not opt for Upgradation.
12712,48196,Employees State Insurance Scheme(ESI),"ESIC Medical College & Hospital, Bihta , ESIC Medical College and Hospital
Bihta
Patna, Bihar, 801103",MBBS,Open,OBC,3,Fresh Allotted in 2nd Round
12713,48198,-,-,-,-,-,-,Not Allotted.
12714,48215,B.Sc Nursing All India,"College of Nursing LHMC, New Delhi , College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi, Delhi (NCT), 110001
(Female Seat only )",B.Sc. Nursing,Open,OBC,1,Fresh Allotted in 2nd Round
12715,48222,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,GN,50,Fresh Allotted in 2nd Round
12716,48233,All India,"DR.RAJENDRA PRASAD MC,
TANDA , Dr.Rajendra Prasad Govt.Medical College Kangra at Tanda, H.P., Himachal Pradesh, 176002",MBBS,SC,SC,8,Fresh Allotted in 2nd Round
12717,48246,-,-,-,-,-,-,Not Allotted.
12718,48249,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,GN,2,Fresh Allotted in 2nd Round
12719,48265,-,-,-,-,-,-,No Upgradation
12720,48310,-,-,-,-,-,-,Not Allotted.
12721,48311,-,-,-,-,-,-,No Upgradation
12722,48317,-,-,-,-,-,-,Did not fill up fresh choices.
12723,48323,-,-,-,-,-,-,Did not fill up fresh choices.
12724,48324,-,-,-,-,-,-,No Upgradation
12725,48328,-,-,-,-,-,-,Not Allotted.
12726,48332,-,-,-,-,-,-,Did not opt for Upgradation.
12727,48340,-,-,-,-,-,-,Did not opt for Upgradation.
12728,48342,-,-,-,-,-,-,No Upgradation
12729,48352,B.Sc Nursing All India,"College of Nursing LHMC, New Delhi , College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi, Delhi (NCT), 110001
(Female Seat only )",B.Sc. Nursing,Open,OBC,394,Fresh Allotted in 2nd Round
12730,48360,-,-,-,-,-,-,Did not opt for Upgradation.
12731,48369,-,-,-,-,-,-,No Upgradation
12732,48372,-,-,-,-,-,-,Not Allotted.
12733,48387,-,-,-,-,-,-,No Upgradation
12734,48394,-,-,-,-,-,-,Did not opt for Upgradation.
12735,48414,-,-,-,-,-,-,Not Allotted.
12736,48431,-,-,-,-,-,-,Did not fill up fresh choices.
12737,48440,-,-,-,-,-,-,No Upgradation
12738,48456,-,-,-,-,-,-,No Upgradation
12739,48471,-,-,-,-,-,-,Did not opt for Upgradation.
12740,48512,-,-,-,-,-,-,Not Allotted.
12741,48520,All India,"GUNTUR MEDICAL COLLEGE, GUNTUR
, Kannavarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004",MBBS,SC,SC,2,Fresh Allotted in 2nd Round
12742,48533,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,EWS,EWS,327,Fresh Allotted in 2nd Round
12743,48534,-,-,-,-,-,-,Did not opt for Upgradation.
12744,48538,-,-,-,-,-,-,Did not fill up fresh choices.
12745,48549,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,OBC,OBC,353,Fresh Allotted in 2nd Round
12746,48598,-,-,-,-,-,-,No Upgradation
12747,48603,B.Sc Nursing All India,"College of Nursing BHU, VARANASI ,
The Director Institute of Medical Sciences Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,GN,197,Fresh Allotted in 2nd Round
12748,48606,-,-,-,-,-,-,Did not fill up fresh choices.
12749,48613,-,-,-,-,-,-,Did not fill up fresh choices.
12750,48618,All India,"Osmania Medical College Koti  , KOTi, HYDERABAD",MBBS,SC,SC,3,Fresh Allotted in 2nd Round
12751,48626,-,-,-,-,-,-,Did not fill up fresh choices.
12752,48657,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,EWS,EWS,86,Fresh Allotted in 2nd Round
12753,48669,-,-,-,-,-,-,No Upgradation
12754,48695,-,-,-,-,-,-,Did not fill up fresh choices.
12755,48696,-,-,-,-,-,-,Did not opt for Upgradation.
12756,48701,-,-,-,-,-,-,Did not opt for Upgradation.
12757,48710,-,-,-,-,-,-,Not Allotted.
12758,48727,-,-,-,-,-,-,Did not opt for Upgradation.
12759,48747,-,-,-,-,-,-,Did not fill up fresh choices.
12760,48769,B.Sc Nursing All India,"College of Nursing Dr. RML Hospital, New Delhi , Baba Kharak Singh Marg College of Nursing Dr RML Hospital, Delhi (NCT), 110001 (Female Seat only )",B.Sc. Nursing,Open,OBC,394,Fresh Allotted in 2nd Round
12761,48783,-,-,-,-,-,-,Did not opt for Upgradation.
12762,48794,-,-,-,-,-,-,No Upgradation
12763,48808,-,-,-,-,-,-,No Upgradation
12764,48820,-,-,-,-,-,-,Not Allotted.
12765,48839,B.Sc Nursing All India,"St. Stephen's Hospital College of Nursing, Delhi , ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT),
110054 (Female Seat only )",B.Sc. Nursing,Open,EWS,165,Fresh Allotted in 2nd Round
12766,48841,-,-,-,-,-,-,Did not opt for Upgradation.
12767,48914,-,-,-,-,-,-,Did not fill up fresh choices.
12768,48937,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,1,Fresh Allotted in 2nd Round
12769,48945,-,-,-,-,-,-,Did not opt for Upgradation.
12770,48968,Deemed/Paid Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar , K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Open,OBC,1,Fresh Allotted in 2nd Round
12771,48991,-,-,-,-,-,-,Did not opt for Upgradation.
12772,48995,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,GN,27,Fresh Allotted in 2nd Round
12773,49031,B.Sc Nursing All India,"College of Nursing BHU, VARANASI ,
The Director Institute of Medical Sciences Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,GN,392,Fresh Allotted in 2nd Round
12774,49033,B.Sc Nursing All India,"College of Nursing Bhopal Nursing College, BMHRC, BHOPAL , Bhopal Memorial Hospital and Research Centre Raisen  bypass road karond bhopal, Madhya Pradesh, 462038",B.Sc. Nursing,Open,OBC,132,Fresh Allotted in 2nd Round
12775,49039,B.Sc Nursing All India,"College of Nursing BHU, VARANASI ,
The Director Institute of Medical Sciences Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,OBC,1,Fresh Allotted in 2nd Round
12776,49040,-,-,-,-,-,-,Did not opt for Upgradation.
12777,49048,-,-,-,-,-,-,No Upgradation
12778,49059,-,-,-,-,-,-,Did not opt for Upgradation.
12779,49060,All India,"S.N. MEDICAL COLLEGE, AGRA , HOSPITAL ROAD
AGRA, Uttar Pradesh, 282002",MBBS,SC,SC,7,Fresh Allotted in 2nd Round
12780,49082,-,-,-,-,-,-,No Upgradation
12781,49095,-,-,-,-,-,-,Did not opt for Upgradation.
12782,49099,-,-,-,-,-,-,No Upgradation
12783,49101,-,-,-,-,-,-,Did not opt for Upgradation.
12784,49102,-,-,-,-,-,-,Did not opt for Upgradation.
12785,49141,-,-,-,-,-,-,Did not opt for Upgradation.
12786,49145,Employees State Insurance Scheme(ESI),"ESIC Medical College, Hyderbad , Sanathnagar, Hyderabad, Telangana, 500038",MBBS,OBC,OBC,4,Fresh Allotted in 2nd Round
12787,49150,-,-,-,-,-,-,Did not opt for Upgradation.
12788,49160,-,-,-,-,-,-,Not Allotted.
12789,49173,-,-,-,-,-,-,No Upgradation
12790,49200,-,-,-,-,-,-,Did not opt for Upgradation.
12791,49207,All India,"GOVERNMENT MEDICAL COLLEGE,
SURAT , Out Side Majura Gate, New Civil Hospital Campus, Opp.
Income Tax office, Surat - 395001,
Gujarat, 395001",MBBS,SC,SC,21,Fresh Allotted in 2nd Round
12792,49225,All India,"THANJAVUR MEDICAL COLL.,THANJAVUR ,
Thanjavur Medical College,Thanjavur, Tamil Nadu, 613004",MBBS,SC,SC,1,Fresh Allotted in 2nd Round
12793,49236,All India,"Rangaraya Medical College, Kakinada , PITHAPURAM ROAD, KAKINADA,
Andhra Pradesh, 533003",MBBS,SC,SC,1,Fresh Allotted in 2nd Round
12794,49245,-,-,-,-,-,-,Not Allotted.
12795,49254,All India,"STANLEY MEDICAL COLLEGE, CHENNAI
, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,SC,SC,5,Fresh Allotted in 2nd Round
12796,49271,-,-,-,-,-,-,Did not fill up fresh choices.
12797,49296,-,-,-,-,-,-,No Upgradation
12798,49303,-,-,-,-,-,-,Did not opt for Upgradation.
12799,49315,-,-,-,-,-,-,Did not fill up fresh choices.
12800,49328,-,-,-,-,-,-,No Upgradation
12801,49353,All India,"Govt Medical College, Churu , SHEKHAWAT COLONY, CIVIL LINES ROAD,CHURU,
Rajasthan, 331001",MBBS,SC,SC,15,Fresh Allotted in 2nd Round
12802,49360,-,-,-,-,-,-,Did not fill up fresh choices.
12803,49388,All India,"GOVT. MEDICAL COLLEGE, NAGPUR
, Hanuman Nagar,Nagpur",MBBS,SC,SC,7,Upgraded
12804,49402,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,OBC,OBC,200,Fresh Allotted in 2nd Round
12805,49408,-,-,-,-,-,-,Did not fill up fresh choices.
12806,49487,B.Sc Nursing All India,"College of Nursing Safdarjung Hospital, New Delhi , College of Nursing VMMC and Safdarjang Hospital New Delhi, Delhi (NCT), 110029
(Female Seat only )",B.Sc. Nursing,Open,OBC,8,Fresh Allotted in 2nd Round
12807,49506,-,-,-,-,-,-,Did not fill up fresh choices.
12808,49508,Employees State Insurance Scheme(ESI),"Government Medical College and ESIC Hospital, Coimbatore
, KAMARAJAR ROAD, VARADHARAJAPUR AM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",MBBS,OBC,OBC,5,Fresh Allotted in 2nd Round
12809,49515,-,-,-,-,-,-,Did not opt for Upgradation.
12810,49524,-,-,-,-,-,-,Not Allotted.
12811,49527,-,-,-,-,-,-,No Upgradation
12812,49539,-,-,-,-,-,-,Did not opt for Upgradation.
12813,49555,-,-,-,-,-,-,Did not fill up fresh choices.
12814,49583,-,-,-,-,-,-,Did not opt for Upgradation.
12815,49594,-,-,-,-,-,-,Did not fill up fresh choices.
12816,49641,-,-,-,-,-,-,Not Allotted.
12817,49659,-,-,-,-,-,-,No Upgradation
12818,49664,-,-,-,-,-,-,Not Allotted.
12819,49675,-,-,-,-,-,-,Did not opt for Upgradation.
12820,49678,-,-,-,-,-,-,Did not opt for Upgradation.
12821,49697,-,-,-,-,-,-,Not Allotted.
12822,49701,Employees State Insurance Scheme(ESI),"ESIC Medical College AND PGIMSR,
Chennai , ASHOK PILLAR ROAD KK NAGAR
CHENNAI, Tamil Nadu, 600078",MBBS,Open,GN,2,Upgraded
12823,49746,-,-,-,-,-,-,Did not opt for Upgradation.
12824,49806,-,-,-,-,-,-,Did not opt for Upgradation.
12825,49812,-,-,-,-,-,-,Did not opt for Upgradation.
12826,49825,-,-,-,-,-,-,Did not fill up fresh choices.
12827,49831,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,1,Fresh Allotted in 2nd Round
12828,49916,-,-,-,-,-,-,Did not opt for Upgradation.
12829,49923,-,-,-,-,-,-,No Upgradation
12830,49948,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD , B J
Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016,
Gujarat, 380016",MBBS,ST,ST,7,Fresh Allotted in 2nd Round
12831,49977,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,GN,2,Fresh Allotted in 2nd Round
12832,49979,All India,"NALANDA MEDICAL COLLEGE, PATNA , OLD BYEPASS ROAD, KANKERBAGH,
PATNA, Bihar, 800026",MBBS,SC,SC,27,Upgraded
12833,50004,-,-,-,-,-,-,Not Allotted.
12834,50014,-,-,-,-,-,-,No Upgradation
12835,50016,-,-,-,-,-,-,Did not opt for Upgradation.
12836,50056,B.Sc Nursing All India,"College of Nursing Bhopal Nursing College, BMHRC, BHOPAL , Bhopal Memorial Hospital and Research Centre Raisen  bypass road karond bhopal, Madhya Pradesh, 462038",B.Sc. Nursing,Open,OBC,224,Fresh Allotted in 2nd Round
12837,50064,-,-,-,-,-,-,Did not fill up fresh choices.
12838,50074,-,-,-,-,-,-,Not Allotted.
12839,50094,-,-,-,-,-,-,Did not opt for Upgradation.
12840,50108,All India,"GOVERNMENT MEDICAL COLLEGE,
SURAT , Out Side Majura Gate, New Civil Hospital Campus, Opp.
Income Tax office, Surat - 395001,
Gujarat, 395001",MBBS,SC,SC,25,Fresh Allotted in 2nd Round
12841,50110,-,-,-,-,-,-,No Upgradation
12842,50126,-,-,-,-,-,-,Did not opt for Upgradation.
12843,50182,-,-,-,-,-,-,Not Allotted.
12844,50188,-,-,-,-,-,-,No Upgradation
12845,50211,-,-,-,-,-,-,Did not opt for Upgradation.
12846,50215,-,-,-,-,-,-,Did not opt for Upgradation.
12847,50232,-,-,-,-,-,-,Not Allotted.
12848,50233,-,-,-,-,-,-,Not Allotted.
12849,50234,-,-,-,-,-,-,No Upgradation
12850,50250,-,-,-,-,-,-,No Upgradation
12851,50253,-,-,-,-,-,-,Not Allotted.
12852,50283,-,-,-,-,-,-,Not Allotted.
12853,50289,-,-,-,-,-,-,Not Allotted.
12854,50295,All India,"R.G. KAR MEDICAL COLLEGE,KOLKATA
, R G Kar Medical College
1 KHUDIRAM BOSE SARANI, West
Bengal, 700004",MBBS,SC,SC,1,Upgraded
12855,50299,-,-,-,-,-,-,Did not fill up fresh choices.
12856,50331,Employees State Insurance Scheme(ESI),"Government Medical College and ESIC Hospital, Coimbatore
, KAMARAJAR ROAD, VARADHARAJAPUR AM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",MBBS,OBC,OBC,2,Fresh Allotted in 2nd Round
12857,50353,All India,"GOVT. MEDICAL COLLEGE, NAGPUR
, Hanuman Nagar,Nagpur",MBBS,SC,SC,19,Upgraded
12858,50361,B.Sc Nursing All India,"College of Nursing BHU, VARANASI ,
The Director Institute of Medical Sciences Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,GN,76,Fresh Allotted in 2nd Round
12859,50385,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,GN,295,Fresh Allotted in 2nd Round
12860,50386,-,-,-,-,-,-,Did not fill up fresh choices.
12861,50392,-,-,-,-,-,-,Did not opt for Upgradation.
12862,50403,-,-,-,-,-,-,Did not opt for Upgradation.
12863,50427,-,-,-,-,-,-,Did not opt for Upgradation.
12864,50440,-,-,-,-,-,-,Did not opt for Upgradation.
12865,50441,-,-,-,-,-,-,No Upgradation
12866,50444,All India,"NDMC Medical College, Delhi , North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj, Delhi (NCT), 110007",MBBS,ST,ST,6,Upgraded
12867,50445,-,-,-,-,-,-,Did not opt for Upgradation.
12868,50446,-,-,-,-,-,-,Did not opt for Upgradation.
12869,50503,-,-,-,-,-,-,Did not fill up fresh choices.
12870,50542,Employees State Insurance Scheme(ESI),"ESIC Medical College AND PGIMSR,
Chennai , ASHOK PILLAR ROAD KK NAGAR
CHENNAI, Tamil Nadu, 600078",MBBS,Open,GN,3,Upgraded
12871,50559,-,-,-,-,-,-,No Upgradation
12872,50595,All India,"R.N.T. MEDICAL COLLEGE, UDAIPUR
, Opposite Court Chourha, Udaipur",MBBS,SC,SC,18,Fresh Allotted in 2nd Round
12873,50599,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,OBC,314,Fresh Allotted in 2nd Round
12874,50606,All India,"KURNOOL MEDICAL COLLEGE, KURNOOL , BUDHAWARPET,
KURNOOL., Andhra Pradesh, 518002",MBBS,SC,SC,7,Fresh Allotted in 2nd Round
12875,50620,-,-,-,-,-,-,Did not opt for Upgradation.
12876,50641,-,-,-,-,-,-,No Upgradation
12877,50645,-,-,-,-,-,-,Did not opt for Upgradation.
12878,50668,Deemed/Paid Seats Quota,"Manipal Tata Medical College, , Kadani Road,
Baridih, Jamshedpur, East Singbhum District, Jharkhand, 831017",MBBS,Open,OBC,1,Fresh Allotted in 2nd Round
12879,50669,-,-,-,-,-,-,Not Allotted.
12880,50703,-,-,-,-,-,-,Did not opt for Upgradation.
12881,50737,-,-,-,-,-,-,Did not fill up fresh choices.
12882,50745,-,-,-,-,-,-,No Upgradation
12883,50747,-,-,-,-,-,-,Did not opt for Upgradation.
12884,50750,All India,"LOKMANYA TILAK MUNICIPAL M C,MUMBAI , Dr.
Babasaheb Ambedkar Road, Sion, Mumbai, Maharashtra, 400022",MBBS,SC,SC,17,Fresh Allotted in 2nd Round
12885,50755,-,-,-,-,-,-,Did not opt for Upgradation.
12886,50787,-,-,-,-,-,-,No Upgradation
12887,50797,-,-,-,-,-,-,Did not fill up fresh choices.
12888,50817,-,-,-,-,-,-,Did not fill up fresh choices.
12889,50832,-,-,-,-,-,-,No Upgradation
12890,50841,-,-,-,-,-,-,No Upgradation
12891,50886,-,-,-,-,-,-,No Upgradation
12892,50892,-,-,-,-,-,-,Did not opt for Upgradation.
12893,50893,-,-,-,-,-,-,Did not opt for Upgradation.
12894,50910,-,-,-,-,-,-,Did not opt for Upgradation.
12895,50938,-,-,-,-,-,-,Did not fill up fresh choices.
12896,50962,-,-,-,-,-,-,Did not opt for Upgradation.
12897,50979,-,-,-,-,-,-,Not Allotted.
12898,51004,Open Seat Quota,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",MBBS,ST,ST,8,Fresh Allotted in 2nd Round
12899,51005,-,-,-,-,-,-,Not Allotted.
12900,51007,-,-,-,-,-,-,Did not opt for Upgradation.
12901,51069,-,-,-,-,-,-,Did not opt for Upgradation.
12902,51070,-,-,-,-,-,-,No Upgradation
12903,51108,-,-,-,-,-,-,Not Allotted.
12904,51175,Deemed/Paid Seats Quota,"Amrita Institute of Medical Science, Kochi , Amrita School of Medicine
Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi, Kerala, 682041",MBBS,Open,GN,4,Fresh Allotted in 2nd Round
12905,51181,-,-,-,-,-,-,Did not opt for Upgradation.
12906,51188,-,-,-,-,-,-,No Upgradation
12907,51202,-,-,-,-,-,-,Did not fill up fresh choices.
12908,51203,B.Sc Nursing All India,"College of Nursing Dr. RML Hospital, New Delhi , Baba Kharak Singh Marg College of Nursing Dr RML Hospital, Delhi (NCT), 110001 (Female Seat only )",B.Sc. Nursing,Open,OBC,314,Fresh Allotted in 2nd Round
12909,51204,All India,"GOVT. MEDICAL COLLEGE,PATIALA ,
Sangrur road Government Medical College, Patiala, Punjab, 147001",MBBS,SC,SC,5,Upgraded
12910,51264,-,-,-,-,-,-,Did not opt for Upgradation.
12911,51265,B.Sc Nursing All India,"College of Nursing BHU, VARANASI ,
The Director Institute of Medical Sciences Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,GN,288,Fresh Allotted in 2nd Round
12912,51292,-,-,-,-,-,-,Not Allotted.
12913,51309,-,-,-,-,-,-,Did not opt for Upgradation.
12914,51328,-,-,-,-,-,-,Did not opt for Upgradation.
12915,51343,-,-,-,-,-,-,Did not fill up fresh choices.
12916,51366,-,-,-,-,-,-,Did not opt for Upgradation.
12917,51396,All India,"Govt institute of Medcial Sciences, GREATER NOIDA , GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR
PRADESH, Uttar Pradesh, 201310",MBBS,SC,SC,12,Fresh Allotted in 2nd Round
12918,51488,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,EWS,EWS,4,Fresh Allotted in 2nd Round
12919,51512,-,-,-,-,-,-,Did not opt for Upgradation.
12920,51537,Internal - Puducherry UT Domicile,"JIPMER KARAIKAL ,
Dhanvantari Nagar Gorimedu Puducherry 605006, Puducherry,
605006",MBBS,OBC,OBC,2,Fresh Allotted in 2nd Round
12921,51550,All India,"NALANDA MEDICAL COLLEGE, PATNA , OLD BYEPASS ROAD, KANKERBAGH,
PATNA, Bihar, 800026",MBBS,SC,SC,2,Fresh Allotted in 2nd Round
12922,51566,-,-,-,-,-,-,Did not fill up fresh choices.
12923,51589,-,-,-,-,-,-,Did not opt for Upgradation.
12924,51606,-,-,-,-,-,-,No Upgradation
12925,51613,All India,"R.G. KAR MEDICAL COLLEGE,KOLKATA
, R G Kar Medical College
1 KHUDIRAM BOSE SARANI, West
Bengal, 700004",MBBS,SC,SC,6,Upgraded
12926,51619,-,-,-,-,-,-,Did not opt for Upgradation.
12927,51620,B.Sc Nursing All India,"College of Nursing LHMC, New Delhi , College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi, Delhi (NCT), 110001
(Female Seat only )",B.Sc. Nursing,Open,GN,21,Fresh Allotted in 2nd Round
12928,51628,-,-,-,-,-,-,Not Allotted.
12929,51641,B.Sc Nursing All India,"College of Nursing Dr. RML Hospital, New Delhi , Baba Kharak Singh Marg College of Nursing Dr RML Hospital, Delhi (NCT), 110001 (Female Seat only )",B.Sc. Nursing,Open,GN,394,Fresh Allotted in 2nd Round
12930,51646,All India,"M.G.M. MEDICAL COLLEGE, INDORE , AB ROAD INDORE",MBBS,SC,SC,28,Fresh Allotted in 2nd Round
12931,51654,-,-,-,-,-,-,Did not opt for Upgradation.
12932,51660,B.Sc Nursing All India,"College of Nursing Florence Nightingale CON, New Delhi , collegeofnursinggtbh @gmail.com, Delhi (NCT), 110095
(Female Seat only )",B.Sc. Nursing,Open,OBC,352,Fresh Allotted in 2nd Round
