SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Alloted Category,candidate Category,option No.
16656,127697,-,-,-,-,Open,OBC,93
16657,127700,-,-,-,-,ST,ST,226
16658,127714,-,-,-,-,SC,SC,51
16659,127720,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16660,127752,Deemed/Pa id Seats Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Not Reported,Open,OBC,33
16661,127758,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Not Reported,Open,GN,397
16662,127760,-,-,-,-,Open,EWS,2
16663,127790,-,-,-,-,SC,SC,87
16664,127797,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16665,127843,-,-,-,-,Open,OBC,54
16666,127857,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16667,127885,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16668,127908,Deemed/Pa id Seats Quota,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-
16669,127921,Muslim Minority Quota,"Yenepoya Dental College, Yenepoya",BDS,Reported,-,-,-
16670,127928,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16671,127932,-,-,-,-,ST,ST,111
16672,127940,-,-,-,-,ST,ST,176
16673,128005,"B.Sc
Nursing All India","College of Nursing LHMC, New Delhi",B.Sc. Nursing,Reported,-,-,-
16674,128007,-,-,-,-,ST,ST,212
16675,128020,Deemed/Pa id Seats Quota,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-
16676,128041,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16677,128058,All India,"GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD",BDS,Not Reported,-,-,-
16678,128067,"B.Sc
Nursing Delhi NCR","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Not Reported,Open,EWS,402
16679,128079,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16680,128174,-,-,-,-,SC,SC,218
16681,128182,-,-,-,-,ST,ST,227
16682,128202,-,-,-,-,ST,ST,129
16683,128249,-,-,-,-,Open,OBC,1
16684,128318,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16685,128332,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16686,128396,-,-,-,-,ST,ST,107
16687,128647,Deemed/Pa id Seats Quota,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-
16688,128663,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16689,128669,-,-,-,-,ST,ST,235
16690,128711,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16691,128717,-,-,-,-,SC,SC,357
16692,128718,-,-,-,-,SC,SC,68
16693,128719,Deemed/Pa id Seats Quota,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-
16694,128738,-,-,-,-,ST,ST,31
16695,128757,-,-,-,-,SC,SC,162
16696,128766,-,-,-,-,ST,ST,173
16697,128820,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16698,128833,Muslim Minority Quota,"Yenepoya Medical College, Mangalore",MBBS,Not Reported,-,-,-
16699,128846,Deemed/Pa id Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar",MBBS,Reported,-,-,-
16700,128850,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16701,128859,Deemed/Pa id Seats Quota,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",BDS,Reported,-,-,-
16702,128925,-,-,-,-,ST,ST,83
16703,128969,-,-,-,-,ST,ST,143
16704,128980,All India,"GOVT. COLLEGE OF DENTISTRY, INDORE",BDS,Not Reported,-,-,-
16705,129026,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16706,129028,"B.Sc
Nursing Delhi NCR","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Reported,-,-,-
16707,129048,-,-,-,-,SC,SC,349
16708,129089,-,-,-,-,Open,GN,1
16709,129099,Employees State Insurance Scheme(ES I),"ESI-MC&PGIMS&R,
Banglore",MBBS,Reported,-,-,-
16710,129110,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16711,129116,-,-,-,-,SC,SC,102
16712,129160,"B.Sc
Nursing Delhi NCR","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Not Reported,-,-,-
16713,129203,Deemed/Pa id Seats Quota,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-
16714,129216,-,-,-,-,ST,ST,141
16715,129226,-,-,-,-,ST,ST,97
16716,129233,Deemed/Pa id Seats Quota,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-
16717,129251,Employees State Insurance Scheme(ES I),"ESI-MC&PGIMS&R,
Banglore",MBBS,Reported,-,-,-
16718,129253,Deemed/Pa id Seats Quota,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-
16719,129362,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16720,129444,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16721,129469,-,-,-,-,ST,ST,216
16722,129480,Employees State Insurance Scheme(ES I),"SLBS Govt. Medical College, Mandi",MBBS,Reported,-,-,-
16723,129487,"B.Sc
Nursing All India","College of Nursing BHU, VARANASI",B.Sc. Nursing,Not Reported,-,-,-
16724,129510,Employees State Insurance Scheme(ES I),"ESIC Medical College, Hyderbad",MBBS,Reported,-,-,-
16725,129524,-,-,-,-,Open,EWS,2
16726,129530,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16727,129574,Deemed/Pa id Seats Quota,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-
16728,129580,"B.Sc
Nursing Delhi NCR","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Reported,-,-,-
16729,129582,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16730,129595,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16731,129617,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16732,129655,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16733,129659,-,-,-,-,ST,ST,33
16734,129690,"B.Sc
Nursing Delhi NCR","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Seat Cancelled,-,-,-
16735,129709,-,-,-,-,ST,ST,83
16736,129756,-,-,-,-,SC,SC,356
16737,129764,Deemed/Pa id Seats Quota,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-
16738,129796,-,-,-,-,SC,SC,166
16739,129804,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16740,129836,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16741,129843,Employees State Insurance Scheme(ES I),"Government Medical College, ESIC, Kollam",MBBS,Reported,-,-,-
16742,129850,Deemed/Pa id Seats Quota,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-
16743,129863,-,-,-,-,ST,ST,281
16744,129869,-,-,-,-,ST,ST,238
16745,129907,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16746,129917,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16747,129922,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Not Reported,Open,GN,34
16748,129925,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16749,129927,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16750,129989,Open Seat Quota,"IMS BHU Dental, Varanasi",BDS,Not Reported,ST,ST,185
16751,129990,All India,"GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD",BDS,Not Reported,-,-,-
16752,130031,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16753,130131,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Not Reported,-,-,-
16754,130147,Deemed/Pa id Seats Quota,"BVDU Dental College and Hospital, Sangli",BDS,Reported,-,-,-
16755,130163,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Not Reported,Open,GN,32
16756,130233,Deemed/Pa id Seats Quota,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",BDS,Reported,-,-,-
16757,130242,Employees State Insurance Scheme(ES I),"Employees State Insurance Corporation Medical College, Alwar",MBBS,Reported,-,-,-
16758,130276,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Not Reported,Open,GN,353
16759,130287,"B.Sc
Nursing Delhi NCR","Laxmi Bai Batra College Of Nursing, Delhi",B.Sc. Nursing,Not Reported,Open,GN,3
16760,130300,All India,"Dental Institue, RIMS, Ranchi",BDS,Not Reported,-,-,-
16761,130315,-,-,-,-,ST,ST,100
16762,130339,-,-,-,-,SC,SC,331
16763,130340,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16764,130368,-,-,-,-,ST,ST,234
16765,130390,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16766,130437,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16767,130505,Jain Minority Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Reported,-,-,-
16768,130518,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16769,130600,Deemed/Pa id Seats Quota,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-
16770,130612,"B.Sc
Nursing All India","College of Nursing LHMC, New Delhi",B.Sc. Nursing,Not Reported,ST,ST,202
16771,130616,-,-,-,-,ST,ST,265
16772,130645,-,-,-,-,SC,SC,66
16773,130652,-,-,-,-,ST,ST,163
16774,130680,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,Open,EWS,2
16775,130713,-,-,-,-,ST,ST,133
16776,130745,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16777,130767,-,-,-,-,ST,ST,240
16778,130769,-,-,-,-,SC,SC,313
16779,130772,Deemed/Pa id Seats Quota,Raja Rajeswari Medical College Bengaluru,MBBS,Seat Surrendered,-,-,-
16780,130822,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16781,130841,-,-,-,-,Open,GN,1
16782,130906,-,-,-,-,Open,GN,1
16783,130922,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16784,130964,Deemed/Pa id Seats Quota,Bharati Vidyapeeth DU Medical College,MBBS,Not Reported,Open,OBC,2
16785,130965,"B.Sc
Nursing Delhi NCR","College of Nursing Kasturba Hospital, Delhi",B.Sc. Nursing,Reported,-,-,-
16786,130990,-,-,-,-,Open,OBC,3
16787,131004,-,-,-,-,ST,ST,174
16788,131018,-,-,-,-,ST,ST,188
16789,131043,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16790,131071,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16791,131090,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16792,131120,Non- Resident Indian,SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,MBBS,Reported,-,-,-
16793,131210,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16794,131244,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Not Reported,-,-,-
16795,131287,Deemed/Pa id Seats Quota,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-
16796,131294,"B.Sc
Nursing All India","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Not Reported,-,-,-
16797,131300,Christian Minority Quota,"St. Stephen's Hospital College of Nursing, Delhi",B.Sc. Nursing,Not Reported,-,-,-
16798,131301,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Not Reported,-,-,-
16799,131319,Deemed/Pa id Seats Quota,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-
16800,131343,-,-,-,-,Open,GN,1
16801,131368,"B.Sc
Nursing All India","College of Nursing BHU, VARANASI",B.Sc. Nursing,Reported,-,-,-
16802,131373,-,-,-,-,Open,GN,74
16803,131377,-,-,-,-,ST,ST,194
16804,131429,-,-,-,-,ST,ST,308
16805,131466,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,Open,GN,3
16806,131503,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16807,131551,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16808,131571,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16809,131620,-,-,-,-,ST,ST,249
16810,131720,All India,"GOVT. DENTAL COLLEGE, KOTTAYAM",BDS,Not Reported,ST,ST,91
16811,131721,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16812,131729,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16813,131732,Deemed/Pa id Seats Quota,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-
16814,131758,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16815,131835,-,-,-,-,Open,OBC,2
16816,131908,-,-,-,-,SC,SC,52
16817,131945,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16818,131964,-,-,-,-,ST,ST,302
16819,131984,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16820,132013,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16821,132055,-,-,-,-,Open,GN,315
16822,132056,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16823,132083,Employees State Insurance Scheme(ES I),"ESIC PGIMSR, Joka,
Kolkata, WB",MBBS,Reported,-,-,-
16824,132092,Deemed/Pa id Seats Quota,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-
16825,132126,-,-,-,-,SC,SC,357
16826,132149,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16827,132190,Deemed/Pa id Seats Quota,"Institute of Dental Sciences, Bhubaneswar",BDS,Reported,-,-,-
16828,132213,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16829,132216,Jain Minority Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Reported,-,-,-
16830,132236,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16831,132241,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16832,132249,Deemed/Pa id Seats Quota,VELS MEDICAL COLLEGE & HOSPITAL,MBBS,Reported,-,-,-
16833,132326,Deemed/Pa id Seats Quota,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-
16834,132390,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16835,132407,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16836,132443,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Not Reported,-,-,-
16837,132550,Deemed/Pa id Seats Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Not Reported,Open,GN,1
16838,132603,-,-,-,-,SC,SC,3
16839,132606,Deemed/Pa id Seats Quota,"SDU Medical College, Kolar",MBBS,Not Reported,Open,OBC,3
16840,132646,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16841,132650,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16842,132760,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16843,132816,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16844,132850,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16845,132851,-,-,-,-,Open,EWS,6
16846,132861,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16847,132865,-,-,-,-,SC,SC,356
16848,132919,-,-,-,-,SC,SC,106
16849,132931,-,-,-,-,SC,SC,186
16850,133031,-,-,-,-,SC,SC,302
16851,133124,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
16852,133229,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16853,133242,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16854,133279,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16855,133304,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16856,133354,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16857,133367,Deemed/Pa id Seats Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Reported,Open,GN,11
16858,133389,-,-,-,-,SC,SC,96
16859,133396,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16860,133487,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16861,133618,Christian Minority Quota,"St. Stephen's Hospital College of Nursing, Delhi",B.Sc. Nursing,Not Reported,-,-,-
16862,133638,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16863,133646,-,-,-,-,SC,SC,362
16864,133659,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Seat Surrendered,Open,GN,3
16865,133796,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Not Reported,-,-,-
16866,133833,-,-,-,-,Open,OBC,1
16867,133920,-,-,-,-,SC,SC,353
16868,134118,-,-,-,-,SC,SC,216
16869,134149,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16870,134218,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Not Reported,Open,GN,1
16871,134311,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16872,134334,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,Open,GN,4
16873,134336,Deemed/Pa id Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar",MBBS,Not Reported,-,-,-
16874,134338,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16875,134339,Deemed/Pa id Seats Quota,"Manipal College of Dental Science, Mangalore",BDS,Not Reported,-,-,-
16876,134639,Deemed/Pa id Seats Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Not Reported,Open,GN,317
16877,134651,-,-,-,-,SC,SC,354
16878,134661,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16879,134672,Deemed/Pa id Seats Quota,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-
16880,134682,Deemed/Pa id Seats Quota,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-
16881,134685,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16882,134701,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16883,134723,-,-,-,-,SC,SC,353
16884,134741,Deemed/Pa id Seats Quota,"Santosh Medical College and Hospital, Ghaziabad",MBBS,Not Reported,-,-,-
16885,134762,Delhi University Quota,"University College of Medical Sciences, New Delhi",MBBS,Reported,-,-,-
16886,134847,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16887,134969,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16888,134994,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Not Reported,Open,GN,5
16889,135002,Deemed/Pa id Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar",MBBS,Reported,-,-,-
16890,135053,Deemed/Pa id Seats Quota,"SDU Medical College, Kolar",MBBS,Not Reported,-,-,-
16891,135079,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16892,135120,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Not Reported,Open,GN,1
16893,135135,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16894,135140,Deemed/Pa id Seats Quota,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-
16895,135169,Deemed/Pa id Seats Quota,"MGM Medical College, Navi Mumbai",MBBS,Not Reported,-,-,-
16896,135170,Deemed/Pa id Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar",MBBS,Reported,-,-,-
16897,135171,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16898,135183,-,-,-,-,Open,GN,1
16899,135191,-,-,-,-,Open,GN,5
16900,135219,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
